customer_id,first_name,last_name,gender,date_of_birth,skill_level,home_city,signup_date
743,Chris,Rossi,M,1989-02-14,Intermediate,Berlin,2021-09-23
744,Jonas,Rossi,M,1998-06-02,Intermediate,Berlin,2021-11-16
745,Jonas,Chen,F,1996-05-18,Beginner,Berlin,2023-10-10
746,Sarah,Schmidt,F,1980-01-30,Advanced,Leipzig,2021-09-10
747,Nina,Klein,M,1987-01-30,Beginner,Berlin,2021-11-13
748,Jonas,Fischer,F,1997-03-11,Beginner,Leipzig,2022-02-09
749,Jonas,Rossi,M,1966-11-04,Intermediate,Berlin,2022-12-28
750,Marco,Klein,F,1997-04-29,Intermediate,Leipzig,2021-05-10
751,Marco,Meyer,F,1972-02-12,Intermediate,Berlin,2023-11-11
752,Sarah,Koch,F,1985-08-03,Intermediate,Berlin,2023-08-06
753,Nina,Schmidt,F,1997-05-01,Intermediate,Berlin,2022-09-25
754,Lena,Lopez,Other,1975-02-26,Intermediate,Berlin,2023-01-09
755,Marco,Klein,M,1974-11-01,Beginner,Berlin,2021-01-19
756,Lena,Meyer,F,1981-02-10,Beginner,Berlin,2022-01-07
757,Alex,Fischer,M,2000-10-14,Beginner,Berlin,2023-05-22
758,Marco,Weber,M,1965-01-07,Beginner,Berlin,2021-03-26
759,Chris,Lopez,M,2001-01-21,Intermediate,Berlin,2021-11-06
760,Nina,Weber,F,1971-02-26,Beginner,Potsdam,2022-10-03
761,Sarah,Fischer,Other,2004-08-09,Beginner,Berlin,2021-10-08
762,Alex,Meyer,M,2003-03-13,Beginner,Berlin,2023-10-20
763,Nina,Rossi,M,1984-10-15,Advanced,Berlin,2021-05-24
764,Chris,Weber,F,1985-07-05,Advanced,Potsdam,2023-05-24
765,Nina,Lopez,M,1984-04-06,Intermediate,Berlin,2022-07-11
766,Chris,Chen,M,1990-06-02,Advanced,Berlin,2023-04-02
767,Chris,Becker,F,1968-08-18,Intermediate,Leipzig,2021-12-07
768,Lena,Klein,F,1966-04-22,Intermediate,Potsdam,2022-07-18
769,Anna,Rossi,Other,1967-04-24,Beginner,Berlin,2023-07-28
770,Alex,Weber,M,1982-10-11,Intermediate,Berlin,2022-05-27
771,Nina,Koch,M,1976-01-09,Intermediate,Potsdam,2022-01-29
772,Emily,Klein,F,1989-11-18,Intermediate,Berlin,2022-08-11
773,Alex,Chen,F,2004-09-12,Intermediate,Berlin,2023-02-25
774,Anna,Fischer,F,1980-06-15,Intermediate,Berlin,2022-05-01
775,Alex,Becker,F,1987-12-15,Intermediate,Potsdam,2023-10-26
776,Jonas,Meyer,M,1981-08-16,Advanced,Berlin,2021-11-19
777,Emily,Chen,F,1998-11-22,Beginner,Potsdam,2022-06-05
778,Anna,Chen,M,2001-02-02,Intermediate,Berlin,2023-04-09
779,Lena,Fischer,M,2000-02-05,Intermediate,Berlin,2023-01-25
780,Nina,Schmidt,F,2003-12-23,Intermediate,Berlin,2023-08-04
781,Tom,Fischer,M,1966-02-07,Intermediate,Berlin,2023-12-28
782,Anna,Schmidt,M,1998-08-05,Beginner,Leipzig,2022-04-13
783,Sarah,Schmidt,F,1995-01-27,Intermediate,Potsdam,2021-05-02
784,Nina,Rossi,M,1974-02-24,Beginner,Berlin,2021-02-03
785,Anna,Rossi,F,2003-04-03,Intermediate,Berlin,2023-03-07
786,Jonas,Lopez,M,1970-12-05,Intermediate,Berlin,2023-08-16
787,Tom,Weber,F,1992-03-08,Intermediate,Berlin,2021-08-30
788,Jonas,Weber,M,1973-12-30,Beginner,Berlin,2021-06-23
789,Tom,Meyer,M,1982-04-04,Intermediate,Berlin,2021-03-10
790,Sarah,Weber,Other,1993-10-07,Beginner,Berlin,2023-06-20
791,Nina,Rossi,F,1987-07-15,Advanced,Potsdam,2021-12-07
792,Lena,Lopez,F,1982-02-06,Advanced,Leipzig,2022-03-16
793,Jonas,Lopez,M,1978-01-20,Advanced,Berlin,2022-07-05
794,Jonas,Schmidt,F,1998-08-03,Intermediate,Potsdam,2023-07-09
795,Chris,Fischer,F,1970-10-03,Intermediate,Berlin,2022-12-14
796,Tom,Meyer,F,1982-03-16,Beginner,Berlin,2022-11-05
797,Marco,Schmidt,F,2001-02-24,Beginner,Berlin,2021-07-12
798,Nina,Fischer,M,1998-11-01,Intermediate,Berlin,2022-07-16
799,Tom,Weber,M,1981-01-14,Intermediate,Berlin,2023-02-23
800,Chris,Schmidt,F,1995-07-12,Advanced,Berlin,2023-12-02
